"","x"
"1286_s_at",0.0595406940880968
"1287_at",0.0693449831493227
"1288_s_at",0.0017071141772238
"1289_at",0.00146480946150884
"129_g_at",-0.108095526469611
"1290_g_at",0.00116627091940713
"1291_s_at",-0.0290935907339758
"1292_at",0.026917623864837
"1293_s_at",-0.0334946461978956
"1294_at",0.0085464261271726
"1295_at",0.01488041518857
"1296_at",0.00479364140980931
"1297_at",0.00950429903458838
"1298_at",0.0120088825046228
"1299_at",0.233418976101951
"130_s_at",-0.0285480153984206
"1300_at",-0.0107957407245074
"1303_at",0.0699358728382384
"1304_at",-0.0996885905876618
"1305_s_at",0.0471360277492634
"1306_at",0.0475826201845229
"1307_at",-0.0266732795073286
"1308_g_at",-0.0124345123774243
"1309_at",-0.0382207157853776
"131_at",-0.0258961340057182
"1310_at",-0.0182753364109471
"1311_at",-0.0147898253739234
"1312_at",-0.0018457702146466
"1313_at",-0.0499620919576631
"1314_at",-0.0401767692274422
"1315_at",-0.00427592560607293
"1316_at",-0.00297140178911204
"1317_at",0.0364219292245682
"1318_at",0.0377887538963806
"1319_at",-0.0132112570898906
"1320_at",-0.0214729075865678
"1321_s_at",-0.0767221271010712
"1322_at",-0.000811129973472324
"1323_at",0.000417614075218342
"1324_at",-0.0162449489744718
"1325_at",0.0903967188720289
"1326_at",-0.000256904398103996
"1327_s_at",-0.0272631124583171
"1328_at",0.0176837330431256
"1329_s_at",0.021402325941301
"133_at",0.00306013122569215
"1330_at",-0.00871117154971013
"1331_s_at",0.00748725492994007
"1332_f_at",0.000408733643323611
"1333_f_at",0.0615145774397075
"1334_s_at",-0.00228651486762188
"1335_at",-0.005052151248087
"1336_s_at",0.011001845096521
"1337_s_at",0.0286691954762757
"1338_s_at",-0.0343831471192058
"1339_s_at",-0.0321653162350584
"134_at",0.0460670148538684
"1340_s_at",0.0140777582094067
"1341_at",-0.0226638936644712
"1342_g_at",0.0500425402794773
"1343_s_at",0.0180831739699416
"1344_at",-0.0360757737138331
"1345_s_at",0.012757508516144
"1346_at",-0.00175502296857544
"1347_at",0.0151270908783157
"1348_s_at",0.0432606503704116
"1349_at",0.0213472153044819
"135_g_at",-0.0175583015164904
"1350_at",0.0952742619020774
"1351_at",0.0313486081726846
"1352_at",-0.0312572401393747
"1353_g_at",-0.0559281871741437
"1354_at",0.0358274222719115
"1355_g_at",0.0148477232489608
"1356_at",-0.0182863439368519
"1357_at",-0.0189343147338252
"1358_s_at",-0.0622278258332327
"1359_at",0.00761771871592987
"136_at",-0.0151131549095718
"1360_at",-0.0302859046850783
"1361_at",0.0268243773023709
"1362_s_at",0.0409549065668438
"1363_at",0.0585522516454304
"1364_at",0.351145827435145
"1365_at",0.0231044281117154
"1366_i_at",-0.0203207598526896
"1367_f_at",-0.00570793432332328
"1368_at",-0.0219929499281646
"1369_s_at",-0.0376576818655763
"137_at",0.0584630683508065
"1370_at",0.00943671649439981
"1371_s_at",-0.0381457398685929
"1372_at",-0.176615547383353
"1373_at",0.0163139216884225
"1374_g_at",0.0193310923751033
"1375_s_at",-0.0729544109916871
"1376_at",0.0150317069520949
"1377_at",0.0199558034966736
"1378_g_at",0.0283213512425751
"1379_at",0.0189376487013833
"138_at",0.0437516534161777
"1380_at",-0.00636803825667509
"1381_at",-0.043899787800046
"1382_at",0.0630495428135798
"1383_at",0.0520477305067069
"1384_at",0.0462644743617471
"1385_at",-0.108230815427209
"1386_at",0.0173292971897934
"1387_at",-0.00796591296276983
"1388_g_at",0.00979402327470269
"1389_at",-0.0445766250241233
"139_at",-0.0132411349800117
"1390_s_at",-0.00938625941075588
"1391_s_at",-0.035141697441353
"1392_at",-0.000866557760918596
"1393_at",-0.0424143565490345
"1394_at",-0.0230149323602249
"1395_at",-0.0260520086853062
"1396_at",0.0893770253921227
"1397_at",0.025616945636235
"1398_g_at",0.00499119813973414
"1399_at",-0.0695586116691849
"140_s_at",0.0198331205657516
"1400_at",0.00619323551252804
"1401_g_at",0.0489314478147367
"1402_at",-0.0479461398244745
"1403_s_at",-0.0415398195734933
"1404_r_at",0.0616309275217173
"1405_i_at",-0.00212734314439644
"1406_at",0.026332861926756
"1407_g_at",0.0732018295162331
"1408_at",-0.0460835861915533
"1409_at",-0.00266575008601344
"141_s_at",-0.00521150522750946
"1410_at",0.0522408274989514
"1411_at",-0.00303546871251847
"1412_g_at",-0.00201352680457845
"1413_at",0.0211135650050441
"1414_at",0.0205925346248085
"1415_at",-0.0158132244728053
"1416_g_at",-0.0223335983858999
"1417_at",0.0465275475892519
"1418_at",-0.0228372809576396
"1419_g_at",-0.00788559367403474
"142_at",0.0380611748750423
"1420_s_at",0.0388776718460053
"1421_at",0.0826409359799994
"1422_g_at",-0.0224143429657591
"1423_at",0.00697428102647035
"1424_s_at",-0.0176799020386342
"1425_at",0.0316704077925262
"1426_at",0.053107135494995
"1427_g_at",0.062809036230939
"1428_at",-0.103900804501368
"143_s_at",0.00396828301813756
"1430_at",-0.0377153709058666
"1431_at",0.0217126550224467
"1432_s_at",-0.0247545057280389
"1433_g_at",0.0800857320403441
"1434_at",-0.0210323969067625
"1435_f_at",-0.0310874626553433
"1436_at",-0.0702501569950464
"1437_at",-0.0154936947310129
"1438_at",0.0485954729396421
"1439_s_at",0.101928332312727
"144_at",-0.0219697889905064
"1440_s_at",-0.0261007862611924
"1441_s_at",-0.0953244711434854
"1442_at",-0.0359918519146913
"1443_at",-0.0131858244116509
"1444_at",-0.00316755019400072
"1445_at",-0.0432469815401759
"1446_at",-0.0612870241002597
"1447_at",-0.037629893439977
"1448_at",-0.0498346333320927
"1449_at",-0.0454916058781865
"145_s_at",0.00459614198299318
"1450_g_at",-0.0367168592031404
"1451_s_at",-0.220294618236545
"1452_at",0.0159537853177183
"1453_at",-0.0319469640697196
"1454_at",0.065710530651689
"1455_f_at",0.0127996309123848
"1456_s_at",-0.00981742740519809
"1457_at",0.0339114684177189
"1458_at",0.0127897917214785
"1459_at",-0.00480178789891461
"146_at",0.0403843108910629
"1460_g_at",-0.00680624487432091
"1461_at",0.016327926772032
"1462_s_at",0.00416060309629596
"1463_at",-0.0183127502937201
"1464_at",-0.00810937779474674
"1465_s_at",-0.00281393304431954
"1466_s_at",0.0694181887253817
"1467_at",0.0021302886798138
"1468_at",0.0614397985803445
"1469_at",0.022513994922182
"147_at",-0.0287046066919319
"1470_at",0.0142690765391196
"1471_at",-0.00279600931336332
"1472_g_at",0.00818357814974435
"1473_s_at",0.0728580493566121
"1474_s_at",0.0516264909699364
"1475_s_at",-0.00187053191829079
"1476_s_at",-0.00289646677325295
"1477_s_at",-0.044600331870247
"1478_at",0.0967566372209541
"1479_g_at",0.0280611973047111
"148_at",-0.00744034533712368
"1480_at",-0.0337413083227724
"1481_at",0.124683686942811
"1482_g_at",0.0920381311394776
"1483_at",-0.0081274801899156
"1484_at",0.0104727459726
"1485_at",0.366048507857537
"1486_at",-0.000121680873989227
"1487_at",0.0110647454607031
"1488_at",0.0338309102862031
"1489_s_at",-0.0295259130663461
"149_at",0.0332671830195905
"1490_at",0.0092959216020132
"1491_at",-0.156012165322008
"1492_f_at",-0.0263995968003936
"1493_r_at",-0.0426353744921419
"1494_f_at",0.00636039226430429
"1495_at",-0.0372266883896211
"1496_at",-0.0157172249580397
"1497_at",0.0393446473501222
"1498_at",-0.0101057486127585
"1499_at",0.0126517509918944
"150_at",-0.0248777610704181
"1500_at",-0.0160898753996699
"1501_at",0.153118093951896
"1503_at",0.0381477111970829
"1504_s_at",0.00733300706153117
"1505_at",-0.0371140395645047
"1506_at",0.0336314987246831
"1507_s_at",-0.121273170593736
"1508_at",-0.00226105779666486
"1509_at",-0.0520740458576714
"151_s_at",0.0330038159334043
"1510_g_at",-0.041947545689706
"1511_at",-0.047231782660929
"1512_at",0.0370119725012672
"1513_at",-0.0162157453874923
"1514_g_at",0.0010438287290766
"1515_at",0.0283364453575705
"1516_g_at",0.0145199796104103
"1517_at",-0.0167665965326853
"1518_at",-0.0583949941320494
"1519_at",-0.00102139453005412
"152_f_at",-0.0465120895843465
"1520_s_at",-0.00700447774419932
"1521_at",-0.0337489744680017
"1522_at",-0.0105639918666736
"1523_g_at",0.0277461511826995
"1524_at",-0.0328857135244682
"1525_s_at",-0.104902746231944
"1526_i_at",-0.0564579386798034
"1527_s_at",-0.0298377775979075
"1528_at",-0.0319719494460513
"1529_at",0.0552480637239918
"153_f_at",-0.0490946909187955
"1530_g_at",0.19146015553495
"1531_at",0.0130879821213734
"1532_g_at",0.0671791817595395
"1533_at",0.0262592525073526
"1534_at",-0.0319734069009142
"1535_at",0.0224200071039904
"1536_at",0.113876384194611
"1537_at",0.0426918537908709
"1538_s_at",0.161287544086726
"1539_at",-0.0996548393716592
"154_at",0.0285768740603003
"1540_f_at",-0.0234727905437699
"1541_f_at",-0.00995409527346025
"1542_at",-0.0128446478491866
"1543_at",0.0127328957251152
"1544_at",0.00355588792362638
"1545_g_at",-0.0228422261213749
"1546_at",0.0279025195566198
"1547_at",-0.0183052312002041
"1548_s_at",-0.0387718555302936
"1549_s_at",-0.00958575665320005
"155_s_at",-0.0236744801413713
"1550_at",0.0210496048650164
"1551_g_at",-0.00365640805514933
"1552_i_at",0.0246547257898146
"1553_r_at",-0.0490265644703505
"1554_f_at",0.00392679227972237
"1555_f_at",-0.00199054242272112
"1556_at",0.059558543714243
"1557_at",0.0398985590724172
"1558_g_at",0.0670631755205766
"1559_at",0.0102718806234539
"156_s_at",-0.0204719592267422
"1560_g_at",0.0894623036946183
"1561_at",0.00504902338937785
"1562_g_at",0.0663665063982866
"1563_s_at",0.0154816063005518
"1564_at",0.0441617837908783
"1565_s_at",-0.00373202797247019
"1566_at",0.0193062982190568
"1567_at",0.0285694735420992
"1568_s_at",-0.0403538050160461
"1569_r_at",0.00483909253005832
"157_at",0.218799528429137
"1570_f_at",0.0459617620732716
"1571_f_at",0.100667157495325
"1572_s_at",0.0348973101690151
"1573_at",0.000551024575700998
"1574_s_at",-0.0318773144890441
"1575_at",0.047068630694183
"1576_g_at",-0.0184928333863787
"1577_at",-0.0231067751390837
"1578_g_at",-0.0123480779001253
"1579_at",-0.0928305382750167
"158_at",-0.00790173009850847
"1580_f_at",0.0168686981084054
"1581_s_at",0.0278422191950485
"1582_at",-0.0299885895672349
"1583_at",0.0159562400939335
"1584_at",-0.0542290587502419
"1585_at",0.187798680629602
"1586_at",-0.0755652063732062
"1587_at",0.0449225354483185
"1588_at",-0.0760784715528573
"1589_s_at",0.040433250298112
"159_at",-0.113863363524899
"1590_s_at",-0.0202703230959895
"1591_s_at",-0.0381105006915643
"1592_at",0.0294905937465757
"1593_at",0.123988345033229
"1594_at",0.0290110663837302
"1595_at",0.0178142880849836
"1596_g_at",0.0458652738872294
"1597_at",-0.0137900557758586
"1598_g_at",0.00429113423271499
"1599_at",-0.0949787222887131
"160_at",0.0149650909582879
"1600_at",-0.0581669992567357
"160020_at",-0.0333170810064061
"160021_r_at",0.0907396652934975
"160022_at",-0.0326843425868983
"160023_at",-0.0879789674194267
"160024_at",-0.0251796104343938
"160025_at",0.0378451103286028
"160026_at",0.0898345253243786
"160027_s_at",0.0448694953818987
"160028_s_at",0.0372202052160882
"160029_at",-0.00454244981950569
"160030_at",0.0624785056734791
"160031_at",0.0116143884448101
"160032_at",0.0284387828379531
"160033_s_at",-0.0109088490653868
"160034_s_at",0.0151469911855373
"160035_at",-0.0258804057953097
"160036_at",0.00621442146291851
"160037_at",-0.00907209572923895
"160038_s_at",-0.00114162042877597
"160039_at",-0.0245501726174764
"160040_at",0.0781784787077553
"160041_at",0.0692774460851866
"160042_s_at",-0.0275468027665458
"160043_at",-0.0483511557385263
"160044_g_at",0.102981026373661
"1601_s_at",0.060928385803988
"1602_at",-0.0153744453145053
"1603_g_at",0.000718267741933287
"1604_at",0.00747806931466344
"1605_g_at",-0.0747780589164806
"1606_at",0.06365153475686
"1607_at",-0.0674376911979806
"1608_at",-0.0160996563924649
"1609_g_at",-0.0084687952959217
"161_at",0.0659293516985479
"1610_s_at",-0.0150816749757677
"1611_s_at",-0.0657131981943188
"1612_s_at",0.00769743816996105
"1613_s_at",0.00299178260872113
"1614_s_at",0.00549414918414115
"1615_at",0.0524726864642917
"1616_at",-0.0105778698949155
"1617_at",0.0107060409045936
"1618_at",0.101997817444838
"1619_g_at",0.0190976441863442
"162_at",0.0217035480361742
"1620_at",-0.0302006885881532
"1621_at",-0.0325092313118608
"1622_at",0.00328458672404586
"1623_s_at",-0.0155584109074893
"1624_at",-0.0764373028336249
"1625_at",-0.0474218272844253
"1626_at",-0.0528510883684072
"1627_at",0.0844895741797667
"1628_at",-0.00903542554796211
"1629_s_at",0.0330348723812757
"163_at",0.0350538853445368
"1630_s_at",0.0267373070714767
"1631_at",-0.0119229696711243
"1632_at",0.0029786602527575
"1633_g_at",0.122778597336662
"1634_s_at",-0.00242663124753784
"1635_at",0.0749865255012814
"1636_g_at",0.035070921113916
"1637_at",-0.0162860165278498
"1638_at",0.00598521621859427
"1639_s_at",0.0542985866822627
"164_at",0.00684825188724592
"1640_at",0.0159048189900959
"1641_s_at",0.0497530900149041
"1642_at",0.0494841955726912
"1643_g_at",0.165322443255017
"1644_at",-0.000687289582772088
"1645_at",-0.0212149345556134
"1646_at",0.0395478753803706
"1647_at",0.0186582067236727
"1648_at",0.0500669519150769
"1649_at",0.00577680804510128
"165_g_at",-0.0638027089198081
"1650_g_at",-0.00972911962001444
"1651_at",-0.0206830266949849
"1652_at",0.115384245134865
"1653_at",-0.00319597650508374
"1654_at",-0.0277301159592587
"1655_s_at",0.0582401497105148
"1656_s_at",0.0180484590459624
"1657_at",0.0556893501450169
"1658_g_at",-0.0584193629345519
"1659_s_at",-0.0211343008419014
"166_at",-0.0389817307529572
"1660_at",-0.0398937629153728
"1661_i_at",0.00875420497631252
"1662_r_at",0.00638123403333379
"1663_at",0.0112815389783782
"1664_at",-0.0339187498350997
"1665_s_at",0.00373494368798966
"1666_at",0.13141104816287
"1667_s_at",-0.0141688757387786
"1668_s_at",0.0251727550819245
"1669_at",-0.0767530620354948
"167_at",0.0105999252596718
"1670_at",0.0296759354820648
"1671_s_at",-0.00668822059065777
"1672_f_at",0.0811710400562216
"1673_at",0.0701549697111001
"1674_at",0.00563478403298312
"1675_at",0.0032031257026619
"1676_s_at",0.0193399866757842
"1677_at",0.03555128321006
"1678_g_at",0.155121211417285
"1679_at",0.0713252761519299
"168_at",0.0716257435849942
"1680_at",-0.0122836601475922
"1681_at",-0.0163613547825603
"1682_s_at",-0.0545730426928521
"1683_at",-0.00863219026775952
"1684_s_at",-0.0236437681179487
"1685_at",-0.0130829111022575
"1686_g_at",0.053302473857616
"1687_s_at",-0.025688124043509
"1688_s_at",-0.00499953560970856
"1689_at",-0.00354443650766934
"169_at",0.00376520357936916
"1690_at",0.0795087404912715
"1691_at",-0.0189861313425637
"1692_s_at",-0.0311237640105906
"1693_s_at",0.0288789598307706
"1694_s_at",0.0637957708732675
"1695_at",-0.0680223310982195
"1696_at",-0.0535036051157027
"1697_s_at",0.0106935486032983
"1698_g_at",0.0864207119901528
"1699_at",-0.0820634563046545
"170_at",-0.00380204882790425
"1700_at",-0.014830009208785
"1701_at",-0.00448780319539432
"1702_at",0.0172965558540374
"1703_g_at",0.05310068031372
"1704_at",0.00364472098281365
"1705_s_at",0.00714431509163593
"1706_at",0.0429474037733868
"1707_g_at",0.0308843482751955
"1708_at",0.000378857672514776
"1709_g_at",0.0799503044495937
"171_at",-0.0303439782601158
"1710_s_at",0.0117843426876982
"1711_at",-0.0057932105861529
"1712_s_at",-0.0190202144580993
"1713_s_at",-0.164984723598619
"1714_at",0.0127549081245801
"1715_at",-0.0137390838771092
"1716_at",0.00741476784608652
"1717_s_at",0.171654422850688
"1718_at",-0.0463045620161577
"1719_at",0.0965744792474057
"172_at",0.0220890588534861
"1720_at",0.0424604304138176
"1721_g_at",0.0346281279641965
"1722_at",0.0541701923765634
"1723_g_at",0.0630482480177745
"1724_at",0.0123271295186627
"1725_s_at",0.0670918674629339
"1726_at",-0.0333159695858762
"1727_at",-0.019452757043684
"1728_at",0.0118407432050334
"1729_at",-0.0217512999345348
"173_at",-0.0675286549694472
"1730_s_at",-0.0222682796088758
"1731_at",0.0128452797821703
"1732_at",-0.0174116937034946
"1733_at",0.0636499891254498
"1734_at",-0.0187038687480723
"1735_g_at",-0.0278167473342135
"1736_at",-0.00316625981488783
"1737_s_at",0.0351479756748216
"1738_at",-0.0133406228895572
"1739_at",0.0904452643237167
"174_s_at",-0.0113451127429751
"1740_g_at",0.076315080613617
"1741_s_at",0.0181540986116706
"1742_at",-0.018140871745653
"1743_s_at",0.0115042766389579
"1744_at",-0.0276943498920954
"1745_at",0.0933369651415168
"1746_s_at",-0.0168522400221953
"1747_at",-0.00974226336828243
"1748_s_at",-0.0211456581377989
"1749_at",0.00197845883573877
"175_s_at",0.0476734377367165
"1750_at",0.0386537228936845
"1751_g_at",0.0340133947339925
"1752_at",0.0587966858640403
"1753_s_at",0.0145782468650113
"1754_at",0.00205400047398774
"1755_i_at",-0.0232834506619573
"1756_f_at",-0.00345958735974405
"1757_i_at",0.200250872886414
"1758_r_at",0.239800073891604
"1759_f_at",0.0177151532170712
"176_at",0.0639470786924821
"1760_s_at",0.0306274351177629
"1761_at",-0.199772408813702
"1762_at",0.00488352578463824
"1763_at",0.0207229327603577
"1764_s_at",0.119033753719054
"1765_at",0.0593013390164263
"1766_g_at",-0.0237170726844746
"1767_s_at",-0.0831916798734318
"1768_s_at",0.0119369489131231
"1769_at",-0.0145555842108867
"177_at",-0.0457070823548331
"1770_at",0.0617958034660608
"1771_s_at",-0.0367838129873546
"1772_s_at",0.0126294468477937
"1773_at",0.0037584701896396
"1774_at",-0.0340673719042721
"1775_at",0.0054825568974517
"1776_at",0.132154839074401
"1777_at",0.0176914579648735
"1778_g_at",-0.00345699284167367
"1779_s_at",-0.0402499060457431
